"","frci","Band_2","Band_3","Band_4","Band_5","Band_6","Band_7","cluster"
"1201",0.853,0.015,0.031,0.019,0.302,0.157,0.077,1
"1202",0.834,0.006,0.014,0.008,0.132,0.053,0.025,1
"1203",0.8,0.014,0.025,0.016,0.28,0.129,0.057,1
"1204",0.891,0.012,0.036,0.019,0.38,0.176,0.077,1
"1205",0.864,0.015,0.04,0.021,0.418,0.191,0.087,1
"1206",0.892,0.015,0.036,0.02,0.365,0.175,0.083,1
"1207",0.856,0.01,0.034,0.016,0.433,0.185,0.082,1
"1208",0.881,0.056,0.067,0.05,0.415,0.218,0.117,1
"1209",0.895,0.004,0.009,0.005,0.082,0.037,0.018,1
"1210",0.895,0.008,0.025,0.013,0.235,0.094,0.043,1
"1211",0.87,0.012,0.019,0.012,0.137,0.07,0.036,1
"1212",0.891,0.012,0.03,0.016,0.324,0.15,0.07,1
"1213",0.896,0.018,0.019,0.016,0.077,0.038,0.025,1
"1214",0.898,0.014,0.034,0.02,0.344,0.174,0.084,1
"1215",0.892,0.02,0.031,0.021,0.306,0.122,0.05,1
"1216",0.877,0.014,0.027,0.016,0.285,0.118,0.056,1
"1217",0.811,0.093,0.118,0.102,0.409,0.26,0.175,1
"1218",0.884,0.008,0.027,0.014,0.408,0.154,0.065,1
"1219",0.824,0.015,0.033,0.018,0.316,0.15,0.072,1
"1220",0.898,0,0.001,0,0.011,0.002,0.002,1
"1221",0.897,0.013,0.038,0.019,0.338,0.169,0.077,1
"1222",0.881,0.016,0.029,0.018,0.274,0.126,0.057,1
"1223",0.899,0.046,0.068,0.052,0.392,0.2,0.104,1
"1224",0.898,0.008,0.026,0.016,0.31,0.127,0.055,1
"1225",0.813,0.114,0.145,0.13,0.313,0.273,0.203,1
"1226",0.866,0.016,0.036,0.022,0.35,0.181,0.084,1
"1227",0.857,0.089,0.116,0.099,0.406,0.238,0.164,1
"1228",0.858,0.005,0.02,0.009,0.273,0.143,0.061,1
"1229",0.846,0.015,0.037,0.021,0.374,0.198,0.098,1
"1230",0.821,0.013,0.033,0.018,0.342,0.151,0.073,1
"1231",0.882,0.021,0.031,0.024,0.135,0.085,0.052,1
"1232",0.84,0.014,0.029,0.017,0.343,0.166,0.074,1
"1233",0.87,0.014,0.04,0.02,0.371,0.171,0.075,1
"1234",0.839,0.015,0.035,0.02,0.355,0.13,0.057,1
"1235",0.807,0.087,0.128,0.11,0.393,0.257,0.166,1
"1236",0.875,0.007,0.006,0.005,0.034,0.011,0.007,1
"1237",0.875,0.027,0.046,0.029,0.394,0.215,0.107,1
"1238",0.848,0.015,0.022,0.015,0.161,0.078,0.039,1
"1239",0.843,0.016,0.034,0.02,0.341,0.174,0.084,1
"1240",0.885,0.013,0.036,0.02,0.39,0.16,0.069,1
"1241",0.897,0.01,0.012,0.009,0.092,0.038,0.019,1
"1242",0.852,0.021,0.021,0.016,0.101,0.044,0.024,1
"1243",0.813,0.03,0.051,0.044,0.249,0.118,0.058,1
"1244",0.83,0.022,0.043,0.026,0.393,0.22,0.103,1
"1245",0.882,0.023,0.031,0.02,0.228,0.105,0.047,1
"1246",0.895,0.013,0.032,0.018,0.368,0.167,0.074,1
"1247",0.823,0.01,0.039,0.02,0.383,0.192,0.089,1
"1248",0.862,0.02,0.04,0.026,0.392,0.234,0.118,1
"1249",0.821,0.016,0.04,0.022,0.418,0.231,0.106,1
"1250",0.856,0.353,0.366,0.361,0.526,0.526,0.478,1
"1251",0.866,0.012,0.037,0.019,0.408,0.186,0.084,1
"1252",0.878,0.006,0.016,0.01,0.136,0.058,0.026,1
"1253",0.838,0.012,0.033,0.02,0.335,0.156,0.069,1
"1254",0.859,0.08,0.09,0.086,0.397,0.208,0.106,1
"1255",0.883,0.009,0.028,0.014,0.298,0.139,0.059,1
"1256",0.816,0.019,0.021,0.014,0.111,0.045,0.024,1
"1257",0.861,0.018,0.042,0.024,0.402,0.19,0.084,1
"1258",0.833,0.03,0.048,0.032,0.413,0.199,0.096,1
"1259",0.894,0.013,0.037,0.019,0.407,0.2,0.09,1
"1260",0.825,0.013,0.032,0.016,0.333,0.163,0.075,1
"1261",0.814,0.009,0.035,0.016,0.337,0.14,0.064,1
"1262",0.861,0.012,0.03,0.016,0.335,0.152,0.067,1
"1263",0.896,0.014,0.015,0.011,0.082,0.035,0.017,1
"1264",0.877,0.017,0.039,0.022,0.426,0.181,0.083,1
"1265",0.867,0.002,0.008,0.004,0.09,0.032,0.012,1
"1266",0.855,0.013,0.031,0.018,0.311,0.148,0.068,1
"1267",0.899,0.041,0.056,0.042,0.39,0.185,0.09,1
"1268",0.882,0.007,0.01,0.006,0.075,0.031,0.015,1
"1269",0.857,0.005,0.007,0.004,0.038,0.014,0.007,1
"1270",0.818,0.035,0.056,0.04,0.393,0.206,0.103,1
