"","frci","Band_2","Band_3","Band_4","Band_5","Band_6","Band_7","cluster"
"660",0.7,0.033,0.085,0.044,0.817,0.271,0.108,1
"661",0.634,0.329,0.377,0.358,0.343,0.119,0.059,1
"662",0.663,0.121,0.1,0.081,0.749,0.271,0.116,1
"663",0.666,0.053,0.074,0.051,0.723,0.237,0.097,1
"664",0.603,0.122,0.123,0.078,0.791,0.276,0.122,1
"665",0.62,0.098,0.073,0.071,0.673,0.26,0.125,1
"666",0.674,0.04,0.043,0.06,0.693,0.28,0.123,1
"667",0.641,0.134,0.145,0.131,0.686,0.28,0.151,1
"668",0.69,0.1,0.101,0.09,0.7,0.302,0.146,1
"669",0.666,0.095,0.079,0.066,0.697,0.225,0.103,1
"670",0.67,0.085,0.145,0.088,0.792,0.289,0.131,1
"671",0.619,0.138,0.153,0.137,0.768,0.288,0.155,1
"672",0.609,0.196,0.215,0.205,0.725,0.357,0.216,1
"673",0.624,0.012,0.004,0.01,0.733,0.191,0.075,1
"674",0.702,0.137,0.115,0.115,0.66,0.293,0.176,1
"675",0.647,0.074,0.059,0.069,0.62,0.28,0.147,1
"676",0.625,0.064,0.115,0.062,0.796,0.266,0.114,1
"677",0.653,0.062,0.049,0.06,0.754,0.287,0.129,1
"678",0.7,0.064,0.083,0.067,0.682,0.246,0.111,1
"679",0.687,0.12,0.113,0.09,0.77,0.294,0.134,1
"680",0.676,0.248,0.28,0.277,0.473,0.142,0.061,1
"681",0.604,0.087,0.088,0.066,0.767,0.256,0.122,1
"682",0.659,0.104,0.112,0.074,0.782,0.27,0.117,1
"683",0.65,0.093,0.075,0.063,0.756,0.266,0.114,1
"684",0.691,0.064,0.099,0.065,0.833,0.281,0.114,1
"685",0.668,0.264,0.307,0.26,0.554,0.23,0.117,1
"686",0.666,0.092,0.055,0.065,0.631,0.251,0.118,1
"687",0.673,0.094,0.076,0.07,0.743,0.277,0.127,1
"688",0.673,0.107,0.116,0.115,0.547,0.244,0.119,1
"689",0.688,0.089,0.087,0.061,0.812,0.257,0.111,1
"690",0.657,0.246,0.271,0.234,0.599,0.227,0.109,1
"691",0.656,0.094,0.079,0.06,0.764,0.262,0.124,1
"692",0.651,0.038,0.03,0.04,0.692,0.266,0.115,1
"693",0.624,0.031,0.063,0.045,0.825,0.279,0.131,1
"694",0.612,0.124,0.097,0.097,0.658,0.296,0.154,1
"695",0.672,0.138,0.158,0.109,0.898,0.324,0.153,1
"696",0.689,0.01,0.018,0.018,0.761,0.222,0.093,1
"697",0.668,0.107,0.1,0.085,0.741,0.304,0.154,1
"698",0.679,0.062,0.095,0.068,0.709,0.262,0.117,1
"699",0.652,0.097,0.081,0.061,0.795,0.304,0.126,1
