"","frci","Band_2","Band_3","Band_4","Band_5","Band_6","Band_7","cluster"
"5447",0.934,0.09,0.066,0.043,0.255,0.08,0.026,1
"5448",0.977,0.091,0.069,0.044,0.271,0.077,0.024,1
"5449",0.993,0.091,0.07,0.045,0.295,0.081,0.025,1
"5450",0.994,0.092,0.071,0.045,0.299,0.088,0.028,1
"5451",0.976,0.096,0.077,0.05,0.315,0.087,0.027,1
"5452",0.997,0.093,0.071,0.047,0.308,0.077,0.024,1
"5453",0.99,0.097,0.079,0.051,0.323,0.092,0.029,1
"5454",0.988,0.09,0.066,0.044,0.276,0.082,0.026,1
"5455",0.947,0.09,0.066,0.042,0.258,0.073,0.022,1
"5456",0.992,0.091,0.068,0.044,0.294,0.08,0.025,1
"5457",0.992,0.091,0.068,0.044,0.288,0.077,0.023,1
"5458",0.981,0.094,0.073,0.048,0.286,0.086,0.026,1
"5459",0.994,0.091,0.069,0.045,0.284,0.081,0.025,1
"5460",0.991,0.091,0.069,0.045,0.3,0.078,0.024,1
"5461",0.959,0.091,0.068,0.045,0.297,0.091,0.028,1
"5462",0.997,0.092,0.069,0.046,0.305,0.082,0.025,1
"5463",0.981,0.091,0.068,0.045,0.289,0.076,0.024,1
"5464",0.956,0.091,0.07,0.045,0.275,0.089,0.029,1
"5465",0.986,0.092,0.069,0.045,0.295,0.073,0.022,1
"5466",0.967,0.089,0.063,0.041,0.249,0.069,0.022,1
"5467",0.994,0.093,0.071,0.046,0.306,0.088,0.027,1
"5468",0.996,0.091,0.067,0.044,0.297,0.077,0.023,1
"5469",0.996,0.096,0.074,0.049,0.3,0.082,0.025,1
"5470",0.944,0.091,0.07,0.045,0.27,0.086,0.029,1
"5471",0.937,0.09,0.066,0.043,0.255,0.075,0.024,1
"5472",0.969,0.091,0.067,0.044,0.284,0.079,0.024,1
"5473",0.991,0.092,0.068,0.045,0.293,0.075,0.022,1
"5474",0.974,0.092,0.069,0.045,0.272,0.083,0.026,1
"5475",0.994,0.091,0.067,0.043,0.281,0.076,0.024,1
"5476",0.914,0.092,0.07,0.045,0.313,0.082,0.025,1
"5477",0.932,0.091,0.067,0.044,0.282,0.079,0.024,1
"5478",0.986,0.092,0.069,0.045,0.297,0.079,0.024,1
"5479",0.909,0.09,0.067,0.043,0.274,0.085,0.027,1
"5480",0.929,0.089,0.068,0.042,0.298,0.092,0.029,1
"5481",0.981,0.094,0.072,0.047,0.288,0.082,0.025,1
"5482",0.979,0.091,0.069,0.045,0.28,0.078,0.024,1
"5483",0.99,0.09,0.067,0.043,0.281,0.077,0.024,1
"5484",0.985,0.092,0.071,0.046,0.278,0.088,0.029,1
"5485",0.983,0.091,0.068,0.044,0.276,0.082,0.026,1
"5486",0.988,0.094,0.071,0.047,0.293,0.082,0.025,1
"5487",0.957,0.09,0.07,0.044,0.315,0.086,0.029,1
"5488",0.973,0.089,0.065,0.043,0.259,0.07,0.022,1
"5489",0.98,0.092,0.069,0.046,0.275,0.084,0.026,1
"5490",0.978,0.091,0.07,0.045,0.28,0.089,0.029,1
"5491",0.94,0.091,0.068,0.044,0.273,0.078,0.024,1
"5492",0.959,0.091,0.071,0.045,0.327,0.091,0.028,1
"5493",0.969,0.092,0.072,0.046,0.306,0.088,0.028,1
"5494",0.985,0.091,0.069,0.045,0.275,0.085,0.027,1
"5495",0.978,0.093,0.071,0.046,0.289,0.084,0.026,1
"5496",0.901,0.093,0.072,0.048,0.275,0.082,0.026,1
"5497",0.913,0.09,0.068,0.043,0.264,0.085,0.028,1
"5498",0.968,0.09,0.067,0.045,0.247,0.078,0.026,1
"5499",0.981,0.091,0.069,0.045,0.289,0.081,0.025,1
"5500",0.986,0.089,0.064,0.042,0.264,0.071,0.022,1
"5501",0.985,0.094,0.073,0.047,0.304,0.086,0.027,1
"5502",0.953,0.092,0.069,0.045,0.264,0.079,0.025,1
"5503",0.949,0.092,0.07,0.045,0.282,0.084,0.026,1
"5504",0.985,0.09,0.066,0.043,0.277,0.075,0.023,1
"5505",0.991,0.093,0.071,0.047,0.309,0.086,0.027,1
"5506",0.987,0.092,0.07,0.045,0.284,0.082,0.025,1
"5507",0.98,0.089,0.066,0.043,0.255,0.073,0.023,1
"5508",0.986,0.09,0.068,0.044,0.295,0.078,0.024,1
"5509",0.985,0.091,0.067,0.043,0.278,0.076,0.023,1
"5510",0.985,0.091,0.068,0.044,0.282,0.08,0.025,1
"5511",0.992,0.092,0.07,0.045,0.297,0.082,0.026,1
"5512",0.939,0.092,0.07,0.046,0.253,0.078,0.024,1
"5513",0.983,0.092,0.07,0.046,0.287,0.085,0.027,1
"5514",0.995,0.09,0.066,0.043,0.269,0.076,0.024,1
"5515",0.99,0.09,0.067,0.043,0.279,0.079,0.024,1
"5516",0.962,0.091,0.07,0.046,0.273,0.085,0.028,1
"5517",0.961,0.091,0.068,0.044,0.274,0.078,0.025,1
"5518",0.99,0.09,0.066,0.043,0.27,0.074,0.023,1
"5519",0.997,0.092,0.072,0.048,0.291,0.106,0.039,1
"5520",0.983,0.091,0.068,0.044,0.282,0.083,0.027,1
"5521",0.982,0.09,0.066,0.043,0.258,0.076,0.024,1
"5522",0.929,0.09,0.068,0.043,0.315,0.078,0.023,1
"5523",0.995,0.091,0.069,0.044,0.285,0.08,0.025,1
"5524",0.981,0.089,0.065,0.043,0.26,0.076,0.024,1
"5525",0.989,0.091,0.07,0.045,0.295,0.085,0.027,1
"5526",0.919,0.091,0.068,0.045,0.256,0.081,0.027,1
"5527",0.995,0.091,0.068,0.044,0.286,0.079,0.024,1
