"","frci","Band_2","Band_3","Band_4","Band_5","Band_6","Band_7","cluster"
"3322",0.78,0.091,0.069,0.045,0.315,0.084,0.026,1
"3323",0.738,0.091,0.07,0.044,0.328,0.081,0.024,1
"3324",0.71,0.086,0.065,0.038,0.311,0.08,0.026,1
"3325",0.75,0.091,0.071,0.043,0.318,0.091,0.028,1
"3326",0.794,0.091,0.07,0.044,0.287,0.089,0.029,1
"3327",0.775,0.093,0.076,0.048,0.319,0.1,0.034,1
"3328",0.722,0.094,0.077,0.048,0.346,0.101,0.032,1
"3329",0.744,0.095,0.077,0.055,0.29,0.128,0.053,1
"3330",0.773,0.093,0.076,0.047,0.308,0.101,0.033,1
"3331",0.751,0.09,0.07,0.043,0.312,0.096,0.03,1
"3332",0.706,0.092,0.071,0.045,0.285,0.077,0.024,1
"3333",0.791,0.091,0.07,0.045,0.288,0.086,0.029,1
"3334",0.767,0.093,0.071,0.045,0.302,0.091,0.029,1
"3335",0.757,0.09,0.065,0.042,0.279,0.07,0.021,1
"3336",0.766,0.091,0.07,0.044,0.315,0.091,0.029,1
"3337",0.738,0.093,0.076,0.046,0.331,0.098,0.029,1
"3338",0.754,0.095,0.078,0.059,0.285,0.13,0.055,1
"3339",0.701,0.09,0.073,0.044,0.312,0.104,0.035,1
"3340",0.739,0.093,0.071,0.046,0.317,0.092,0.028,1
"3341",0.8,0.091,0.074,0.045,0.344,0.118,0.04,1
"3342",0.754,0.092,0.075,0.047,0.339,0.11,0.037,1
"3343",0.711,0.091,0.072,0.047,0.294,0.097,0.032,1
"3344",0.714,0.092,0.073,0.045,0.293,0.098,0.032,1
"3345",0.709,0.093,0.073,0.053,0.268,0.125,0.053,1
"3346",0.727,0.094,0.074,0.049,0.268,0.088,0.031,1
"3347",0.745,0.092,0.076,0.05,0.314,0.109,0.039,1
"3348",0.706,0.093,0.076,0.05,0.289,0.085,0.03,1
"3349",0.782,0.092,0.076,0.05,0.309,0.112,0.042,1
"3350",0.708,0.093,0.075,0.052,0.293,0.121,0.049,1
"3351",0.707,0.093,0.073,0.047,0.313,0.098,0.031,1
"3352",0.767,0.093,0.074,0.047,0.293,0.087,0.029,1
